time,water usage dl
2025-06-02 23:00,6709756
2025-06-02 23:15,6709756
2025-06-02 23:30,6709803
2025-06-02 23:45,6709816
2025-06-03 00:00,6709863
2025-06-03 00:15,6709926
2025-06-03 00:30,6709926
2025-06-03 00:45,6709926
2025-06-03 01:00,6709933
2025-06-03 01:15,6709973
2025-06-03 01:30,6710053
2025-06-03 01:45,6710090
2025-06-03 02:00,6710090
2025-06-03 02:15,6710090
2025-06-03 02:30,6710090
2025-06-03 02:45,6710090
2025-06-03 03:00,6710090
2025-06-03 03:15,6710090
2025-06-03 03:30,6710090
2025-06-03 03:45,6710090
2025-06-03 04:00,6710090
2025-06-03 04:15,6710130
2025-06-03 04:30,6710130
2025-06-03 04:45,6710130
2025-06-03 05:00,6710130
2025-06-03 05:15,6710130
2025-06-03 05:30,6710133
2025-06-03 05:45,6710166
2025-06-03 06:00,6710166
2025-06-03 06:15,6710166
2025-06-03 06:30,6710206
2025-06-03 06:45,6710206
2025-06-03 07:00,6710206
2025-06-03 07:15,6710206
2025-06-03 07:30,6710206
2025-06-03 07:45,6710206
2025-06-03 08:00,6710206
2025-06-03 08:15,6710210
2025-06-03 08:30,6710300
2025-06-03 08:45,6710300
2025-06-03 09:00,6710300
2025-06-03 09:15,6710373
2025-06-03 09:30,6710743
2025-06-03 09:45,6710756
2025-06-03 10:00,6710763
2025-06-03 10:15,6710763
2025-06-03 10:30,6710766
2025-06-03 10:45,6710853
2025-06-03 11:00,6710853
2025-06-03 11:15,6710853
2025-06-03 11:30,6710853
2025-06-03 11:45,6710856
2025-06-03 12:00,6710970
2025-06-03 12:15,6711013
2025-06-03 12:30,6711013
2025-06-03 12:45,6711013
2025-06-03 13:00,6711103
2025-06-03 13:15,6711106
2025-06-03 13:30,6711106
2025-06-03 13:45,6711106
2025-06-03 14:00,6711106
2025-06-03 14:15,6711106
2025-06-03 14:30,6711176
2025-06-03 14:45,6711230
2025-06-03 15:00,6711246
2025-06-03 15:15,6711246
2025-06-03 15:30,6711246
2025-06-03 15:45,6711246
2025-06-03 16:00,6711246
2025-06-03 16:15,6711246
2025-06-03 16:30,6711246
2025-06-03 16:45,6711246
2025-06-03 17:00,6711246
2025-06-03 17:15,6711246
2025-06-03 17:30,6711246
2025-06-03 17:45,6711246
2025-06-03 18:00,6711246
2025-06-03 18:15,6711246
2025-06-03 18:30,6711246
2025-06-03 18:45,6711313
2025-06-03 19:00,6711313
2025-06-03 19:15,6711313
2025-06-03 19:30,6711323
2025-06-03 19:45,6711330
2025-06-03 20:00,6711333
2025-06-03 20:15,6711333
2025-06-03 20:30,6711333
2025-06-03 20:45,6711333
2025-06-03 21:00,6711350
2025-06-03 21:15,6711386
2025-06-03 21:30,6711386
2025-06-03 21:45,6711390
2025-06-03 22:00,6711390
2025-06-03 22:15,6711390
2025-06-03 22:30,6711393
2025-06-03 22:45,6711436
2025-06-03 23:00,6711496
2025-06-03 23:15,6711496
2025-06-03 23:30,6711533
2025-06-03 23:45,6711613
2025-06-04 00:00,6711690
2025-06-04 00:15,6711703
2025-06-04 00:30,6711703
2025-06-04 00:45,6711703
2025-06-04 01:00,6711703
2025-06-04 01:15,6711703
2025-06-04 01:30,6711703
2025-06-04 01:45,6711703
2025-06-04 02:00,6711703
2025-06-04 02:15,6711740
2025-06-04 02:30,6711740
2025-06-04 02:45,6711740
2025-06-04 03:00,6711780
2025-06-04 03:15,6711780
2025-06-04 03:30,6711780
2025-06-04 03:45,6711780
2025-06-04 04:00,6711780
2025-06-04 04:15,6711780
2025-06-04 04:30,6711780
2025-06-04 04:45,6711780
2025-06-04 05:00,6711780
2025-06-04 05:15,6711780
2025-06-04 05:30,6711780
2025-06-04 05:45,6711823
2025-06-04 06:00,6711823
2025-06-04 06:15,6711823
2025-06-04 06:30,6711873
2025-06-04 06:45,6711873
2025-06-04 07:00,6711910
2025-06-04 07:15,6711910
2025-06-04 07:30,6711910
2025-06-04 07:45,6711910
2025-06-04 08:00,6712060
2025-06-04 08:15,6712080
2025-06-04 08:30,6712080
2025-06-04 08:45,6712086
2025-06-04 09:00,6712086
2025-06-04 09:15,6712506
2025-06-04 09:30,6712506
2025-06-04 09:45,6712570
2025-06-04 10:00,6712570
2025-06-04 10:15,6712646
2025-06-04 10:30,6712650
2025-06-04 10:45,6712650
2025-06-04 11:00,6712650
2025-06-04 11:15,6712660
2025-06-04 11:30,6712750
2025-06-04 11:45,6712826
2025-06-04 12:00,6712846
2025-06-04 12:15,6712846
2025-06-04 12:30,6712890
2025-06-04 12:45,6713126
2025-06-04 13:00,6713173
2025-06-04 13:15,6713326
2025-06-04 13:30,6713326
2025-06-04 13:45,6713350
2025-06-04 14:00,6713350
2025-06-04 14:15,6713360
2025-06-04 14:30,6713360
2025-06-04 14:45,6713360
2025-06-04 15:00,6713466
2025-06-04 15:15,6713466
2025-06-04 15:30,6713490
2025-06-04 15:45,6713513
2025-06-04 16:00,6713600
2025-06-04 16:15,6713600
2025-06-04 16:30,6713603
2025-06-04 16:45,6713603
2025-06-04 17:00,6713633
2025-06-04 17:15,6713643
2025-06-04 17:30,6713643
2025-06-04 17:45,6713756
2025-06-04 18:00,6713910
2025-06-04 18:15,6714106
2025-06-04 18:30,6714693
2025-06-04 18:45,6714693
2025-06-04 19:00,6714693
2025-06-04 19:15,6714733
2025-06-04 19:30,6714980
2025-06-04 19:45,6715340
2025-06-04 20:00,6715340
2025-06-04 20:15,6715340
2025-06-04 20:30,6715340
2025-06-04 20:45,6715340
2025-06-04 21:00,6715340
2025-06-04 21:15,6715413
2025-06-04 21:30,6715413
2025-06-04 21:45,6715416
2025-06-04 22:00,6715416
2025-06-04 22:15,6715416
2025-06-04 22:30,6715456
2025-06-04 22:45,6715456
2025-06-04 23:00,6715540
2025-06-04 23:15,6715543
2025-06-04 23:30,6715543
2025-06-04 23:45,6715546
2025-06-05 00:00,6715653
2025-06-05 00:15,6715653
2025-06-05 00:30,6715653
2025-06-05 00:45,6715653
2025-06-05 01:00,6715656
2025-06-05 01:15,6715746
2025-06-05 01:30,6715746
2025-06-05 01:45,6715746
2025-06-05 02:00,6715816
2025-06-05 02:15,6715816
2025-06-05 02:30,6715816
2025-06-05 02:45,6715816
2025-06-05 03:00,6715816
2025-06-05 03:15,6715816
2025-06-05 03:30,6715816
2025-06-05 03:45,6715816
2025-06-05 04:00,6715856
2025-06-05 04:15,6715856
2025-06-05 04:30,6715856
2025-06-05 04:45,6715856
2025-06-05 05:00,6715856
2025-06-05 05:15,6715856
2025-06-05 05:30,6715856
2025-06-05 05:45,6715856
2025-06-05 06:00,6715856
2025-06-05 06:15,6715893
2025-06-05 06:30,6715893
2025-06-05 06:45,6715893
2025-06-05 07:00,6715976
2025-06-05 07:15,6716160
2025-06-05 07:30,6716526
2025-06-05 07:45,6716550
2025-06-05 08:00,6716570
2025-06-05 08:15,6716623
2025-06-05 08:30,6716626
2025-06-05 08:45,6716663
2025-06-05 09:00,6716710
2025-06-05 09:15,6716846
2025-06-05 09:30,6717000
2025-06-05 09:45,6717076
2025-06-05 10:00,6717166
2025-06-05 10:15,6717236
2025-06-05 10:30,6717556
2025-06-05 10:45,6717556
2025-06-05 11:00,6717556
2025-06-05 11:15,6717706
2025-06-05 11:30,6717716
2025-06-05 11:45,6717893
2025-06-05 12:00,6717896
2025-06-05 12:15,6717896
2025-06-05 12:30,6718280
2025-06-05 12:45,6718373
2025-06-05 13:00,6718446
2025-06-05 13:15,6718476
2025-06-05 13:30,6718476
2025-06-05 13:45,6718566
2025-06-05 14:00,6718566
2025-06-05 14:15,6718603
2025-06-05 14:30,6718606
2025-06-05 14:45,6718616
2025-06-05 15:00,6718616
2025-06-05 15:15,6718620
2025-06-05 15:30,6718696
2025-06-05 15:45,6718700
2025-06-05 16:00,6718700
2025-06-05 16:15,6718700
2025-06-05 16:30,6718770
2025-06-05 16:45,6718806
2025-06-05 17:00,6718870
2025-06-05 17:15,6718876
2025-06-05 17:30,6718930
2025-06-05 17:45,6718933
2025-06-05 18:00,6719026
2025-06-05 18:15,6719026
2025-06-05 18:30,6719030
2025-06-05 18:45,6719033
2025-06-05 19:00,6719150
2025-06-05 19:15,6719150
2025-06-05 19:30,6719150
2025-06-05 19:45,6719160
2025-06-05 20:00,6719160
2025-06-05 20:15,6719163
2025-06-05 20:30,6719163
2025-06-05 20:45,6719166
2025-06-05 21:00,6719166
2025-06-05 21:15,6719203
2025-06-05 21:30,6719213
2025-06-05 21:45,6719220
2025-06-05 22:00,6719220
2025-06-05 22:15,6719290
2025-06-05 22:30,6719293
2025-06-05 22:45,6719293
2025-06-05 23:00,6719293
2025-06-05 23:15,6719320
2025-06-05 23:30,6719353
2025-06-05 23:45,6719353
2025-06-06 00:00,6719353
2025-06-06 00:15,6719430
2025-06-06 00:30,6719440
2025-06-06 00:45,6719440
2025-06-06 01:00,6719440
2025-06-06 01:15,6719440
2025-06-06 01:30,6719443
2025-06-06 01:45,6719516
2025-06-06 02:00,6719516
2025-06-06 02:15,6719516
2025-06-06 02:30,6719516
2025-06-06 02:45,6719520
2025-06-06 03:00,6719520
2025-06-06 03:15,6719586
2025-06-06 03:30,6719586
2025-06-06 03:45,6719586
2025-06-06 04:00,6719586
2025-06-06 04:15,6719586
2025-06-06 04:30,6719586
2025-06-06 04:45,6719586
2025-06-06 05:00,6719586
2025-06-06 05:15,6719626
2025-06-06 05:30,6719666
2025-06-06 05:45,6719666
2025-06-06 06:00,6719750
2025-06-06 06:15,6719750
2025-06-06 06:30,6719750
2025-06-06 06:45,6719793
2025-06-06 07:00,6719793
2025-06-06 07:15,6719793
2025-06-06 07:30,6719850
2025-06-06 07:45,6720286
2025-06-06 08:00,6720313
2025-06-06 08:15,6720313
2025-06-06 08:30,6720316
2025-06-06 08:45,6720323
2025-06-06 09:00,6720323
2025-06-06 09:15,6720760
2025-06-06 09:30,6720823
2025-06-06 09:45,6720823
2025-06-06 10:00,6720856
2025-06-06 10:15,6720856
2025-06-06 10:30,6720883
2025-06-06 10:45,6720883
2025-06-06 11:00,6720883
2025-06-06 11:15,6720933
2025-06-06 11:30,6720976
2025-06-06 11:45,6721063
2025-06-06 12:00,6721173
2025-06-06 12:15,6721403
2025-06-06 12:30,6721470
2025-06-06 12:45,6721480
2025-06-06 13:00,6721490
2025-06-06 13:15,6721640
2025-06-06 13:30,6721640
2025-06-06 13:45,6721643
2025-06-06 14:00,6721663
2025-06-06 14:15,6721680
2025-06-06 14:30,6721783
2025-06-06 14:45,6721796
2025-06-06 15:00,6721796
2025-06-06 15:15,6721883
2025-06-06 15:30,6721883
2025-06-06 15:45,6721883
2025-06-06 16:00,6721886
2025-06-06 16:15,6721886
2025-06-06 16:30,6721980
2025-06-06 16:45,6722070
2025-06-06 17:00,6722086
2025-06-06 17:15,6722090
2025-06-06 17:30,6722090
2025-06-06 17:45,6722176
2025-06-06 18:00,6722183
2025-06-06 18:15,6722243
2025-06-06 18:30,6722246
2025-06-06 18:45,6722393
2025-06-06 19:00,6722643
2025-06-06 19:15,6722660
2025-06-06 19:30,6722793
2025-06-06 19:45,6722853
2025-06-06 20:00,6722870
2025-06-06 20:15,6723170
2025-06-06 20:30,6723186
2025-06-06 20:45,6723186
2025-06-06 21:00,6723216
2025-06-06 21:15,6723216
2025-06-06 21:30,6723216
2025-06-06 21:45,6723286
2025-06-06 22:00,6723286
2025-06-06 22:15,6723323
2025-06-06 22:30,6723326
2025-06-06 22:45,6723326
2025-06-06 23:00,6723326
2025-06-06 23:15,6723330
2025-06-06 23:30,6723446
2025-06-06 23:45,6723453
2025-06-07 00:00,6723513
2025-06-07 00:15,6723513
2025-06-07 00:30,6723513
2025-06-07 00:45,6723516
2025-06-07 01:00,6723516
2025-06-07 01:15,6723516
2025-06-07 01:30,6723516
2025-06-07 01:45,6723516
2025-06-07 02:00,6723520
2025-06-07 02:15,6723553
2025-06-07 02:30,6723563
2025-06-07 02:45,6723670
2025-06-07 03:00,6723670
2025-06-07 03:15,6723670
2025-06-07 03:30,6723670
2025-06-07 03:45,6723670
2025-06-07 04:00,6723670
2025-06-07 04:15,6723670
2025-06-07 04:30,6723670
2025-06-07 04:45,6723670
2025-06-07 05:00,6723670
2025-06-07 05:15,6723670
2025-06-07 05:30,6723670
2025-06-07 05:45,6723670
2025-06-07 06:00,6723670
2025-06-07 06:15,6723710
2025-06-07 06:30,6723710
2025-06-07 06:45,6723710
2025-06-07 07:00,6723826
2025-06-07 07:15,6723826
2025-06-07 07:30,6723826
2025-06-07 07:45,6723830
2025-06-07 08:00,6723830
2025-06-07 08:15,6723870
2025-06-07 08:30,6723870
2025-06-07 08:45,6723870
2025-06-07 09:00,6723870
2025-06-07 09:15,6723940
2025-06-07 09:30,6724706
2025-06-07 09:45,6724716
2025-06-07 10:00,6724736
2025-06-07 10:15,6724760
2025-06-07 10:30,6724760
2025-06-07 10:45,6724760
2025-06-07 11:00,6724760
2025-06-07 11:15,6724760
2025-06-07 11:30,6724886
2025-06-07 11:45,6724886
2025-06-07 12:00,6726643
2025-06-07 12:15,6726643
2025-06-07 12:30,6726770
2025-06-07 12:45,6726773
2025-06-07 13:00,6726843
2025-06-07 13:15,6726846
2025-06-07 13:30,6726846
2025-06-07 13:45,6726846
2025-06-07 14:00,6726993
2025-06-07 14:15,6727056
2025-06-07 14:30,6727056
2025-06-07 14:45,6727056
2025-06-07 15:00,6727060
2025-06-07 15:15,6727060
2025-06-07 15:30,6727080
2025-06-07 15:45,6727136
2025-06-07 16:00,6727243
2025-06-07 16:15,6727303
2025-06-07 16:30,6727303
2025-06-07 16:45,6727403
2025-06-07 17:00,6727403
2025-06-07 17:15,6727473
2025-06-07 17:30,6727693
2025-06-07 17:45,6727866
2025-06-07 18:00,6727980
2025-06-07 18:15,6728106
2025-06-07 18:30,6728110
2025-06-07 18:45,6728110
2025-06-07 19:00,6728173
2025-06-07 19:15,6728173
2025-06-07 19:30,6728826
2025-06-07 19:45,6728826
2025-06-07 20:00,6728973
2025-06-07 20:15,6729013
2025-06-07 20:30,6729250
2025-06-07 20:45,6729263
2025-06-07 21:00,6729913
2025-06-07 21:15,6731386
2025-06-07 21:30,6731390
2025-06-07 21:45,6731423
2025-06-07 22:00,6731423
2025-06-07 22:15,6731423
2025-06-07 22:30,6731423
2025-06-07 22:45,6731463
2025-06-07 23:00,6731510
2025-06-07 23:15,6731513
2025-06-07 23:30,6731600
2025-06-07 23:45,6731600
2025-06-08 00:00,6731606
2025-06-08 00:15,6731646
2025-06-08 00:30,6731646
2025-06-08 00:45,6731646
2025-06-08 01:00,6731646
2025-06-08 01:15,6731646
2025-06-08 01:30,6731716
2025-06-08 01:45,6731716
2025-06-08 02:00,6731716
2025-06-08 02:15,6731716
2025-06-08 02:30,6731756
2025-06-08 02:45,6731756
2025-06-08 03:00,6731756
2025-06-08 03:15,6731756
2025-06-08 03:30,6731793
2025-06-08 03:45,6731793
2025-06-08 04:00,6731793
2025-06-08 04:15,6731793
2025-06-08 04:30,6731793
2025-06-08 04:45,6731793
2025-06-08 05:00,6731793
2025-06-08 05:15,6731793
2025-06-08 05:30,6731793
2025-06-08 05:45,6731793
2025-06-08 06:00,6731793
2025-06-08 06:15,6731793
2025-06-08 06:30,6731793
2025-06-08 06:45,6731830
2025-06-08 07:00,6731866
2025-06-08 07:15,6731866
2025-06-08 07:30,6731870
2025-06-08 07:45,6731870
2025-06-08 08:00,6731870
2025-06-08 08:15,6731870
2025-06-08 08:30,6731870
2025-06-08 08:45,6731870
2025-06-08 09:00,6731870
2025-06-08 09:15,6731870
2025-06-08 09:30,6732193
2025-06-08 09:45,6732213
2025-06-08 10:00,6732406
2025-06-08 10:15,6732496
2025-06-08 10:30,6732566
2025-06-08 10:45,6732566
2025-06-08 11:00,6732566
2025-06-08 11:15,6732566
2025-06-08 11:30,6732566
2025-06-08 11:45,6732570
2025-06-08 12:00,6732570
2025-06-08 12:15,6732570
2025-06-08 12:30,6732576
2025-06-08 12:45,6732576
2025-06-08 13:00,6732786
2025-06-08 13:15,6732893
2025-06-08 13:30,6732936
2025-06-08 13:45,6732963
2025-06-08 14:00,6733283
2025-06-08 14:15,6733326
2025-06-08 14:30,6733326
2025-06-08 14:45,6733423
2025-06-08 15:00,6733643
2025-06-08 15:15,6733703
2025-06-08 15:30,6733776
2025-06-08 15:45,6733786
2025-06-08 16:00,6733800
2025-06-08 16:15,6733833
2025-06-08 16:30,6733906
2025-06-08 16:45,6733923
2025-06-08 17:00,6733973
2025-06-08 17:15,6734080
2025-06-08 17:30,6734156
2025-06-08 17:45,6734190
2025-06-08 18:00,6734193
2025-06-08 18:15,6734203
2025-06-08 18:30,6734203
2025-06-08 18:45,6734350
2025-06-08 19:00,6734586
2025-06-08 19:15,6734773
2025-06-08 19:30,6734853
2025-06-08 19:45,6734890
2025-06-08 20:00,6734890
2025-06-08 20:15,6734926
2025-06-08 20:30,6734943
2025-06-08 20:45,6735170
2025-06-08 21:00,6735170
2025-06-08 21:15,6735170
2025-06-08 21:30,6735250
2025-06-08 21:45,6735250
2025-06-08 22:00,6735286
2025-06-08 22:15,6735286
2025-06-08 22:30,6735286
2025-06-08 22:45,6735286
2025-06-08 23:00,6735326
2025-06-08 23:15,6735326
2025-06-08 23:30,6735406
2025-06-08 23:45,6735406
2025-06-09 00:00,6735460
2025-06-09 00:15,6735490
2025-06-09 00:30,6735566
2025-06-09 00:45,6735566
2025-06-09 01:00,6735566
2025-06-09 01:15,6735566
2025-06-09 01:30,6735566
2025-06-09 01:45,6735566
2025-06-09 02:00,6735566
2025-06-09 02:15,6735566
2025-06-09 02:30,6735566
2025-06-09 02:45,6735566
2025-06-09 03:00,6735566
2025-06-09 03:15,6735566
2025-06-09 03:30,6735566
2025-06-09 03:45,6735566
2025-06-09 04:00,6735640
2025-06-09 04:15,6735676
2025-06-09 04:30,6735746
2025-06-09 04:45,6735746
2025-06-09 05:00,6735746
2025-06-09 05:15,6735746
2025-06-09 05:30,6735746
2025-06-09 05:45,6735746
2025-06-09 06:00,6735746
2025-06-09 06:15,6735746
2025-06-09 06:30,6735746
2025-06-09 06:45,6735746
2025-06-09 07:00,6735746
2025-06-09 07:15,6735746
2025-06-09 07:30,6735746
2025-06-09 07:45,6735746
2025-06-09 08:00,6735746
2025-06-09 08:15,6735746
2025-06-09 08:30,6735786
2025-06-09 08:45,6735786
2025-06-09 09:00,6736440
2025-06-09 09:15,6736563
2025-06-09 09:30,6736606
2025-06-09 09:45,6736633
2025-06-09 10:00,6736796
2025-06-09 10:15,6736966
2025-06-09 10:30,6737390
2025-06-09 10:45,6737620
2025-06-09 11:00,6737726
2025-06-09 11:15,6738230
2025-06-09 11:30,6738283
2025-06-09 11:45,6738300
2025-06-09 12:00,6738496
2025-06-09 12:15,6738540
2025-06-09 12:30,6738540
2025-06-09 12:45,6738860
2025-06-09 13:00,6738963
2025-06-09 13:15,6738970
2025-06-09 13:30,6739006
2025-06-09 13:45,6739076
2025-06-09 14:00,6739076
2025-06-09 14:15,6739076
2025-06-09 14:30,6739076
2025-06-09 14:45,6739076
2025-06-09 15:00,6739113
2025-06-09 15:15,6739113
2025-06-09 15:30,6739113
2025-06-09 15:45,6739146
2025-06-09 16:00,6739146
2025-06-09 16:15,6739146
2025-06-09 16:30,6739350
2025-06-09 16:45,6740263
2025-06-09 17:00,6740386
2025-06-09 17:15,6740386
2025-06-09 17:30,6740386
2025-06-09 17:45,6740386
2025-06-09 18:00,6740460
2025-06-09 18:15,6740460
2025-06-09 18:30,6740460
2025-06-09 18:45,6740530
2025-06-09 19:00,6740530
2025-06-09 19:15,6740530
2025-06-09 19:30,6740530
2025-06-09 19:45,6740530
2025-06-09 20:00,6740573
2025-06-09 20:15,6740573
2025-06-09 20:30,6740600
2025-06-09 20:45,6740600
2025-06-09 21:00,6740600
2025-06-09 21:15,6740636
2025-06-09 21:30,6740636
2025-06-09 21:45,6740636
2025-06-09 22:00,6740636
2025-06-09 22:15,6740710
2025-06-09 22:30,6740710
2025-06-09 22:45,6740746
2025-06-09 23:00,6740746
2025-06-09 23:15,6740746
2025-06-09 23:30,6740766
2025-06-09 23:45,6740766
2025-06-10 00:00,6740766
2025-06-10 00:15,6740876
2025-06-10 00:30,6740963
2025-06-10 00:45,6741046
2025-06-10 01:00,6741046
2025-06-10 01:15,6741046
2025-06-10 01:30,6741046
2025-06-10 01:45,6741046
2025-06-10 02:00,6741046
2025-06-10 02:15,6741046
2025-06-10 02:30,6741046
2025-06-10 02:45,6741046
2025-06-10 03:00,6741046
2025-06-10 03:15,6741080
2025-06-10 03:30,6741080
2025-06-10 03:45,6741080
2025-06-10 04:00,6741080
2025-06-10 04:15,6741080
2025-06-10 04:30,6741080
2025-06-10 04:45,6741080
2025-06-10 05:00,6741080
2025-06-10 05:15,6741080
2025-06-10 05:30,6741120
2025-06-10 05:45,6741120
2025-06-10 06:00,6741120
2025-06-10 06:15,6741120
2025-06-10 06:30,6741120
2025-06-10 06:45,6741120
2025-06-10 07:00,6741120
2025-06-10 07:15,6741120
2025-06-10 07:30,6741120
2025-06-10 07:45,6741120
2025-06-10 08:00,6741213
2025-06-10 08:15,6741213
2025-06-10 08:30,6741220
2025-06-10 08:45,6741306
2025-06-10 09:00,6741343
2025-06-10 09:15,6742323
2025-06-10 09:30,6742323
2025-06-10 09:45,6742336
2025-06-10 10:00,6742346
2025-06-10 10:15,6742346
2025-06-10 10:30,6742346
2025-06-10 10:45,6742346
2025-06-10 11:00,6742346
2025-06-10 11:15,6742390
2025-06-10 11:30,6742480
2025-06-10 11:45,6742480
2025-06-10 12:00,6742523
2025-06-10 12:15,6742523
2025-06-10 12:30,6742523
2025-06-10 12:45,6742523
2025-06-10 13:00,6742560
2025-06-10 13:15,6742560
2025-06-10 13:30,6742560
2025-06-10 13:45,6742646
2025-06-10 14:00,6742646
2025-06-10 14:15,6742650
2025-06-10 14:30,6742650
2025-06-10 14:45,6742650
2025-06-10 15:00,6742720
2025-06-10 15:15,6742720
2025-06-10 15:30,6742720
2025-06-10 15:45,6742720
2025-06-10 16:00,6742720
2025-06-10 16:15,6742726
2025-06-10 16:30,6742736
2025-06-10 16:45,6742736
